,rating,reviewContent,clean_text
1557,2,Bagus sih...suka bgt pengirimannya cepat! Thanks..,bagus sihsuka banget kirim cepat terimakasih
1558,1,Packing rapih,packing rapih
1559,1,"Memuaskan, produk ori. Thx lazada",muas produk original terimakasih lazada
1560,1,GOod packing... moga jja awet..thanx,good packing moga jja awetthanx
1561,1,Cukup bintang yang berbicara,bintang bicara
1562,2,...,
1563,1,"Produk original Samsung, micro sd made in Philippines, adapter made in China. Isi bersih 59,6 GB. Semoga awet...",produk original samsung micro sd made in philippines adapter made in china isi bersih gb moga awet
1564,0,"Gak jelas ini sd card asli atau palsu.. bgtu buka kondisinya seperti ini. pas di coba transfer file very low speed plus file yg ditransfer pun jd corrupt semua. untung saya coba pindahin pake copy dan paste dulu kalo lsg saya cut dan moved.. hilang dan rusak semua file saya..!! OI.. LAZADA MALL KOK SEPERTI INI BARANGNYA..?!! BARANG KW DI PAKING ORI..!! PARAH..!! Perlu anda ketahui.. selama ini bnyk yg salah kaprah memory yg bagus itu bkn berarti harus real kapasitas yg tercantum di tulisan kartunya. memory yg bagus itu kapasitasnya harus memang terpotong 10% buat system rewrite sd card itu sendiri.. apabila kartu 64GB dan kita cek kapasitas yg terbaca diatas 60Gb brarti memory card tersebut ""JELEK ALIAS CACAT PABRIK"". KECEWA DAN KAPOK.. INI TERAKHIR KALINYA SAYA BELI DI LAZADA.. LAZ MALL DAN SELLER LAIN DI LAZADA GAK BENER SEMUA..!! GAK AKAN BERKAH KALIAN MENIPU DGN CARA SEPERTI INI..!! KAMPRET..!!",sd card asli palsu buka kondisi pas coba transfer file very low speed plus file transfer corrupt untung coba pindahin pakai copy paste lsg cut moved hilang rusak file oi lazada mall barang barang kau paking original parah tahu salah kaprah memory bagus real kapasitas cantum tulis kartu memory bagus kapasitas potong system rewrite sd card kartu gb cek kapasitas baca atas gb brarti memory card jelek alias cacat pabrik kecewa kapok kali beli lazada laz mall jual lazada bener berkah tipu kampret
1565,1,"Barang sudah diterima, dan langsung dipake. Seller 👍 kurir 👍 dan terutama microSD nya 👍👍. Terima kasih LAZADA",barang terima langsung pakai jual kurir microsd nya terima kasih lazada
1566,1,"supercepat sampainya,...paking detail,brg ori samsung indo,sdh ditest lanjay semuanya,semoga awet,thanks Lazada",supercepat sampainyapaking detailbrg original samsung indosdh ditest lanjay semuanyasemoga awetthanks lazada
1567,0,"Sorry to say, untuk kali ini pelayanan lazada sangat jelek",sorry say kali layan lazada jelek
1568,0,pesanan sy si sdh diterima di notif? tp bkn sy yg nrima tp org lain? yg brnma budi utomo sy ga knl min dgn nm trsbt! yg pesen saya yg nerima org lain ngakak 5G 😂😢 saya saranin ya dear min samsung utk jgn gunain jasa itu lg gjls yg nmnya ninja express!! mnding pke jasa kurir yg berpengalaman sprt jne or j&t express yg terbukti terpercaya.. sy mau psen lg msh trauma min klo jasa kurir ny msh ninja naruto wkwk,pesan si terima pemberitahuan nrima orang brnma budi utomo kenal min nm trsbt pesan nerima orang tertawa saranin ya dear min samsung gunain jasa nama ninja express mending pakai jasa kurir alam jne or jt express bukti percaya psen trauma min jasa kurir ny ninja naruto wkwk
1569,2,"ori sih, cuma apa namanya kalau tertulis di kemasannya 64 gb, sementara setelah dipasang cuma 59,59 gb, 4gb nya lagi ghoib.",original sih nama tulis kemas gb pasang gb gb nya ghoib
1570,0,kami mohon hanya menjual prodak original bergaransi resmi dan proses pengiriman harus di percepat. trims,mohon jual prodak original garansi resmi proses kirim cepat trims
1571,1,Produk sampe dibungkus masih rapi dan tidak cacat begitu pun sama rapi bagus tidak cacat untuk kartu berfungsi dengan sangat baik👍,produk bungkus rapi cacat rapi bagus cacat kartu fungsi
1572,1,"respon seller baik, tapi pengiriman lama (mungkin krn gratis ongkir), mestinya bisa gunakan jasa yang lebih cepat.",respon jual kirim gratis ongkir mesti jasa cepat
1573,1,"pengiriman cepat cuma 3 hari, pindah data cepat 30 GB cuma 13 menit, data aman tak ada yg rusak atau hilang, SD card made in philipines sellernya lazada sendiri  mantappp saran saya ""seller LAZADA"" jgn pernah jual yg imitahong karna akan merusak reputasi sendiri trims monggo yg mau order SD card 1000% asli",kirim cepat pindah data cepat gb menit data aman rusak hilang sd card made in philipines sellernya lazada mantappp saran jual lazada jual imitahong rusak reputasi trims monggo order sd card asli
1574,1,meski sdikit lewat estimasi namun sampai dg,estimasi
1575,1,"Alhamdulilah pesanan sudah sampai, sd cardnya ori dan kecepatannya sesuai deskripsi di website samsung, terima kasih lazada",alhamdulillah pesan sd cardnya original cepat sesuai deskripsi situs samsung terima kasih lazada
1576,1,bagus.  berfungsi dgn baik👍 semoga awet yaaaa...,bagus fungsi moga awet yaaaa
1577,1,"terima kasih seller & lazada 😍 barang cepat sampai, bisa di gunakan, sejauh ini tidak ada masalah",terima kasih jual lazada barang cepat
1578,1,terbaik.. siap order lg nee,baik order nee
1579,1,barang ok ^_^,barang ok
1580,1,"Barang sesuai dg pesanan, tiba keesokan hari. Respon yg baik sekali",barang sesuai pesan esok respon
1581,1,oke. barang asli. dan berfungsi dg baik. thanks samsung and lazada,oke barang asli fungsi terimakasih samsung and lazada
1582,1,"mantab... barang cepat sampai dan kualitas bagus, transfer data cepat",mantap barang cepat kualitas bagus transfer data cepat
1583,1,"produk berfungsi dengan baik, pengiriman cepat 😊😊 mantep deh",produk fungsi kirim cepat mantap deh
1584,1,"ga full 64, tp worth it lah.. mntapp",full worth it mntapp
1585,1,"lumayan cepat sampai, barang berfungsi dgn baik",lumayan cepat barang fungsi
1586,2,Barang bagus tapi agak kecewa kapasitas hanya 59.95.,barang bagus kecewa kapasitas
1587,0,"barang g ori. tukang tipu, kapasitas stlh di format jd 32 gb.",barang original tukang tipu kapasitas format gb
1588,1,barang bagus semoga awet..,barang bagus moga awet
1589,1,"lumayan, speed read 80MB/s write speed 40MB/s",lumayan speed read mbs write speed mbs
1590,1,"Original kualitas bagus, mantap",original kualitas bagus mantap
1591,1,memory original. pengiriman cepat. mantap kali. cukup mantap. mantap kali. bukan kaleng-kalen,memory original kirim cepat mantap kali mantap mantap kali kalengkalen
1592,1,Barang bagus sesuai deskripsi kebetulan dapat pas samsung brand day jd cuma dapat harga 206rb,barang bagus sesuai deskripsi pas samsung brand harga rb
1593,1,sip!,sip
1594,2,blum di coba semoga hasilnya bagus hehehe,coba moga hasil bagus hehehe
1595,1,"gokiil, sekali pasang langsung auto download beribu game di eshop nintendo switch! keren!",gokiil pasang langsung auto download ibu game eshop nintendo switch keren
1596,1,"Pengiriman barang sampai ditempat saya cepat, sesuai estimasi lazada 👍💪. Pesanan barang saya sesuai dgn gambar yg dipromosikan 👍.",kirim barang tempat cepat sesuai estimasi lazada pesan barang sesuai gambar promosi
1597,1,Barang sudah diterima dengan packing yang baik dan rapi . Barang berfungsi dengan baik . Terima kasih,barang terima packing rapi barang fungsi terima kasih
1598,1,sesuai pesanan,sesuai pesan
1599,0,barang sampai ke tangan saya dalam keadaan rusak... bisa di charge tapi tombol power tidak berfungsi jadi ga bisa hidup...,barang tangan rusak charge tombol power fungsi hidup
1600,1,bagus dan jelas,bagus
1601,1,"Notebook kecil mungil, enteng, gampang dibawa, termasuk tipis di kelasnya. Charger juga kecil, sehingga tidak memakan tempat. Baterai bisa untuk pemakaian 4-5 jam kerja. USB Type C belum bisa dipakai buat charge, jadi tidak bisa pakai charger HP untuk charge Notebook ini.",notebook mungil ringan gampang bawa tipis kelas charger makan baterai pakai jam kerja usb type c pakai charge pakai charger hp charge notebook
1602,1,keren,keren
1603,2,"barang bagus,sayang pengiriman kayak pler, biasa dengan JNE cuma 4 hari, sekarang denan ninja van malah hampir 10 hari, padahal butuh cepat",barang bagussayang kirim pler jne den ninja van butuh cepat
1604,2,"Barang sudah sampai, cuma packing mengecewakan katanya mau dipacking kayu, tp stelah sampe hanya dilapisi dus biasa.",barang packing kecewa dipacking kayu stelah lapis dus
1605,1,"pengiriman cepat,barang ok walau ga packing kayu",kirim cepatbarang ok packing kayu
1606,1,bagus untuk hargasegini tapi ko pas dipake ada bunyi kaya baut kendor,bagus hargasegini ko pas pakai bunyi kaya baut kendor
1607,2,"Mohon pengembalian ongkos kirim Rp 10.000,- same-day service, karena barang saya terima terlambat. Terimakasih.",mohon kembali ongkos kirim rupiah sameday servis barang terima lambat terimakasih
1608,0,saya sudah dua kali ini beli laptop asus di lazada dan dua-dua nya mati yang ini baru dipake blm ada seminggu udah mati aja jd harus dibawa ke service center nya! yang pertama setelah 2bulan mati dibawa ke SC dan menginap selama 2bulan baru dipulangkan bagusnya sih komp saya diganti mesinnya dalam hal ini asus cukup bertanggungjawab tapi 2bulan lhoo  ga kerja dua bulan yak! setelah dua kali ini saya rasa bukan suatu ketidaksengajaan deh entah produk asus nya atau lazada nya,kali beli laptop asus lazada duadua nya mati pakai minggu mati bawa servis center nya mati bawa sc inap pulang bagus sih komp ganti mesin asus bertanggungjawab lhoo kerja yak kali ketidaksengajaan deh produk asus nya lazada nya
1609,2,"Pengiriman tidak sesuai waktunya, laptopnya harus update OS nya dulu, dapat Office 365 trial 1 bulan",kirim sesuai laptop update os nya office trial
1610,2,lain kali pakai jasa kurir yg pasti jangan ninja xpreess pengiriman lama,kali pakai jasa kurir ninja xpreess kirim
1611,2,"pertama kali beli laptop online, mau murah tapiiiiiiiii..... tombol ""at"" (gak bisa tulis simbol dikira email oleh sistem lazada) dipencet munculnya : begitu sebaliknya pencet : munculnya ""at"" padahal jarak kedua tombol jauh banget... pegimane ini ya?? kalo di retur apa iya lolos qc? kecewa saya masa harus ke asus center buat dibongkar...",kali beli laptop online murah tapiiiiiiiii tombol at tulis simbol email sistem lazada pencet muncul pencet muncul at jarak tombol banget pegimane ya retur iya lolos qc kecewa asus center bongkar
1612,2,"Alhamdulillah barangnya sampai dengan selamat, secara keseluruhan barangnya oke, namun sangat disayangkan dan saya merasa kecewa dikarenakan produk microsoftnya belum di registrasi. mohon untuk ke depan jangan seperti ini lagi, berikan kepuasan full terhadap pelanggan.",alhamdulillah barang selamat barang oke sayang kecewa produk microsoftnya registrasi mohon puas full langgan
1613,2,suara nya ituloh ga nahaaaaaaaaaaaaaaaan wkkwkwkwk,suara nya ituloh nahaaaaaaaaaaaaaaaan wkkwkwkwk
1614,1,instal lancar,instal lancar
1615,1,"Barang sudah diterima dan performanya aman, tks Transcend & Lazada",barang terima performa aman terimakasih transcend lazada
1616,2,"barang udh sampe tempat tujuan,cepat juga pengirimannya,packing rapih cm blom saya uji aja, makasih ya gan mudah mudahn awet...",barang tujuancepat pengirimannyapacking rapih cm uji terimakasih ya juragan mudah mudahn awet
1617,0,"ternyata bukan ori barangnya, semoga awet n aman aja sih",original barang moga awet n aman sih
1618,0,gak bisa dibuka,buka
1619,0,"monitor rusak, bingung dgn aplikasi lazada di hp android, ribet",monitor rusak bingung aplikasi lazada hp android ribet
1620,0,flasdisk rusak.. nyesel,flasdisk rusak sesal
1621,0,bagus banget udh gitu cepet banget klo di pake transfer data harganya juga lumayan murah tapi kualitasnya bagus,bagus banget cepat banget pakai transfer data harga lumayan murah kualitas bagus
1622,1,"produk bagus,  pakaging rapih dan pengiriman cepat,  berhubung bintang 5 itu terlalu sempurna jadi saya kasih bintang empat aja :)",produk bagus pakaging rapih kirim cepat hubung bintang sempurna kasih bintang
1623,0,flsdsk.y gk bisa dipake,flsdsky pakai
1624,2,gabisa buat nyimpan video,nyimpan video
1625,2,"pengrma cepat, dan sesuai dengan deskipsi gambar, semoga engga cepat rusak.",pengrma cepat sesuai deskipsi gambar moga cepat rusak
1626,2,Lumayan dah..,lumayan
1627,0,FD yg 16 GB ga bisa ke buka gan,fd gb buka juragan
1628,0,erorr,erorr
1629,2,"barang datang lebih cepat dari target, saya coba yg 64 maupun 16 kedua nya lancar jaya, thanks, nyesal klau ngak beli.. pendapat saya, klau yg lain ngak tau",barang cepat target coba nya lancar jaya terimakasih nyesal klau beli dapat klau tau
1630,2,Banyak sekali file yg tidak bisa terbaca! Hanya 20% file yg berhasil di save dgn baik pada flashdisk ini!  Sisa nya hanya masuk nama file dan selalu gagal saat akan di input ke flashdisk ini!,file baca file hasil save flashdisk sisa nya masuk nama file gagal input flashdisk
1631,0,"Sudah terlanjur beli banyak ternyata Flashdisk tdk berfungsi semua, diisi file dan film* tiba* hide dan gak kebaca, not recomended",lanjur beli flashdisk fungsi isi file film hide baca not recomended
1632,2,"Barang nya sudah sampai terima kasih lazada. Tapi fd 16gb error nggak kebaca ,syukur cman bonus..untung yg 64gb jadi tdi nggak ke baca otg di hp Moto g5s plus mnggkin nggak suport ataw gmna lah..yaa sesuai lah dgn harganya .",barang nya terima kasih lazada fd gb error baca syukur cman bonusuntung gb baca otg hp moto gs plus mnggkin suport ataw lahyaa sesuai harga
1633,0,"barang tidak rekomended. tidak berfungsi sebagaimana seharunya. saat menyimpan data dan  dicheck di folder data ada. besoknya sy mau pakai data  sdh hilang dgn sendirinya. sdh coba reformat. di test buat nyimpen data. copy paste berhasil. gak lama di cek folder sdh hilang lagi. sy sdh test. bandingkan dgn flashdisk   punya sendiri yg original. ternyata yg ori data masih tersimpan, sementara data di flashdisk baru ilang. kesimpulan. ini flashdisk memang murah, mudah2 bukan barang reject yg seharusnya di musnahkan ya kak.... ******* Flasdisk 64GB beserta bonus Flashdisk dan kable OTG sdh diterima dlm kondisi bagus. Smua Flashdisk sdh di coba, bisa terdeteksi di PC. lumayan buat simpan file lagu2, sesuai harga. Kable OTG (bonusan) tidak berfungsi. tidak masalahlah..., namanya aja bonus :)",barang rekomended fungsi haru simpan data dicheck folder data besok pakai data hilang coba reformat test nyimpen data copy paste hasil cek folder hilang test banding flashdisk original original data simpan data flashdisk hilang simpul flashdisk murah mudah barang reject musnah ya kak flasdisk gb serta bonus flashdisk kable otg terima kondisi bagus flashdisk coba deteksi pc lumayan simpan file lagu sesuai harga kable otg bonus fungsi masalah nama bonus
1634,2,"terima kasih, pesanan saya sudah sampai.tapi bonus flashdisk yang 16GB RUSAK. flashdisk 64GB +OTG berfungsi dengan baik",terima kasih pesan sampaitapi bonus flashdisk gb rusak flashdisk gb otg fungsi
1635,0,TOBAT BELINYA GAK BISA SIBACA ....KALAU JUAL JANGAN ASAL JUAL LAH GAN ...TOBAT TOBAT BELINYA,tobat beli sibaca jual jual juragan tobat tobat beli
1636,0,Yg ngasih bintang 5 orang dr tokonya kali ya Fd ga kepake  Sue,bintang orang toko kali ya fd pakai sue
1637,0,flashdisk 64GB nya ga bisa digunakan.,flashdisk gb nya
1638,0,terpaksa ngasih bintang 1,paksa bintang
1639,0,Udah Error' dua duanya,error dua
1640,0,flashdisknya tidak bisa menyimpan file dan bisa hilang tiba tiba data yg di simpan,flashdisknya simpan file hilang data simpan
1641,1,aman packing rapih cepat bisa sampe kupang dengan cepat,aman packing rapih cepat kupang cepat
1642,2,yg 16GB gk bisa di paks nyimpen file,gb paks nyimpen file
1643,2,Thanks lazada...,terimakasih lazada
1644,0,"Ga bisa dipakai FD nya.. masukin data error2 terus, udah gitu tiba2 data hilang",pakai fd nya masukin data error data hilang
1645,2,fd yg 16 GB rusak gak bisa dipakai.. tolong kirim ulang!!!,fd gb rusak pakai tolong kirim ulang
1646,0,bagaimana agar bisa terbaca di tv led,baca televisi led
1647,0,ga bs dipakai,pakai
1648,0,Flesdis yg 64 GB tidak bisa di pakai,flesdis gb pakai
1649,0,16 GB nya bner asli tapi 64 boongan..sangat kcewa.,gb nya asli boongansangat kcewa
1650,2,"Packet sudah datang, harga murah dan ada bonus nya. Cuma blm sempet coba sih. Gatau nanti ya.",packet harga murah bonus nya sempet coba sih tau ya
1651,0,"barang nya nggak bisa di pakai,produk jelek kecewa banget",barang nya pakaiproduk jelek kecewa banget
1652,0,yang bonus ga bisa di pake yang satunya ga bisa nyimpen file,bonus pakai satu nyimpen file
1653,0,sangat kecewa dengan flashdisk 16 gbnya mindahin data malah ngak tersimpan datanya,kecewa flashdisk gbnya mindahin data simpan data
1654,2,sekarep mu dewek mas yg bonus 16gb baru dipakai langsung error,sekarep mu dewek mas bonus gb pakai langsung error
1655,2,Barang sesuai gambar cm Proses copy file agk lama,barang sesuai gambar cm proses copy file
1656,0,kecewa,kecewa
1657,2,Lumayan,lumayan
1658,0,pass,pass
1659,0,"sangat terpaksa saya menuliskan,... flas disc yg saya pesan tdk berfungsi secara normal dan File yang saya simpan di dalamnya tambah hilang,...",paksa tulis flas disc pesan fungsi normal file simpan dalam hilang
1660,2,Pengiriman lama,kirim
1661,0,"dikira barang ori, giliran d pake mlh cuma sedikit, sedikit kecewa sih terima kasih Lazada",barang original gilir d pakai kecewa sih terima kasih lazada
1662,0,untuk powerbank nya,powerbank nya
1663,1,flashdisc oke..cuma bonus pwr bank..tdk bgs..komponen copot dr cover nya..,flashdisc okecuma bonus pwr banktdk bgskomponen lepas cover nya
1664,2,"Untuk pengiriman dan kemasan oke tapi untuk barang saya gak yakin, soalnya flashdisk toshiba itu nyala lampunya kuning sedangkan yang ini merah. Dan saya gak tau ini barang asli apa KW yang penting dosa tanggung sendiri kalo sampe nipu.",kirim kemas oke barang flashdisk toshiba nyala lampu kuning merah tau barang asli kau dosa tanggung nipu
1665,2,biasa aja,
1666,1,"Mantapp sekaleeeeee barang nyaaaaa usb 3.0 langsung kebaca datanya. Barang datang cepat, sangat memuaskan",mantapp sekaleeeeee barang nyaaaaa usb langsung baca data barang cepat muas
1667,1,Barang diterima dalam kondisi baik. Packingnya juga aman. Sudah di coba berfungsi dengan baik. Terima kasih.,barang terima kondisi packingnya aman coba fungsi terima kasih
1668,1,sipp,sipp
1669,1,"mantap barangnya, packingnya bagus.. aman.. hanya lama..mungkin karna dari luar",mantap barang packingnya bagus aman lamamungkin
1670,1,barang bagus packing rapi rekommended banget thanks marumarucom,barang bagus packing rapi rekommended banget terimakasih marumarucom
1671,1,Barang sudah sampai dan berfungsi dengan sangat baik,barang fungsi
1672,2,bagus..tapi salah pilih yg d butuhkan usb 2.0,bagustapi salah pilih d butuh usb
1673,1,mantap,mantap
1674,2,kendor,kendor
1675,1,Barang Bagus,barang bagus
1676,0,"bagus,  tp kemasan kurang bagus.  penjual tdk memenuhi kesepakatan",bagus kemas bagus jual penuh sepakat
1677,0,Casenya bagus dan kuat agak besar tapi cocok karna saya mau pakai case busa dari Segate juga. Tolong kebih teliti sebelum dikirim karna tali penahan external HDD saya terima hampir putus. Saya males balikin jadk saya jahit sendiri.,casenya bagus kuat cocok pakai case busa segate tolong kebih teliti kirim tali tahan external hdd terima putus malas balikin jadk jahit
1678,2,"Namun tidak sesuai pesanan, Saya pesan hayabusa yang datang malah model yang lain",sesuai pesan pesan hayabusa model
1679,1,barang sesuai pesanan...packing aman. sicepat memang ok. rekomended sekali,barang sesuai pesananpacking aman sicepat ok rekomended
1680,0,"sy kecewa barang nya ga bsa di pake sma sekali ka, di tukar bisa ga ka...",kecewa barang nya pakai sma ka tukar ka
1681,2,lumayan okey barang bagus tapi tdk dapat tas and mouse.....,lumayan okey barang bagus tas and mouse
1682,1,Kereen,kereen
1683,2,"flashdisk nya agak kurang mantap, saat dikoneksikan dg handphone tidak dapat dibaca",flashdisk nya mantap koneksi handphone baca
1684,1,terimakasih barang cepat nyampenya bagus... banget .... tadi nya saya ragu tapi ketika barang telah nyampe dan lihat dan cek ternyata semua baik,terimakasih barang cepat nyampenya bagus banget nya ragu barang lihat cek
1685,1,perfecte,perfecte
1686,1,"dipesen merah,  yg dtg biru.  gpp sie  yg penting barangnya bagus.  recommended seller😊",sen merah biru tidak-apa-apa sie barang bagus recommended jual
1687,0,mohon maaf.. flashdisk nya rusak.. bisa di tukar gak nhe,mohon maaf flashdisk nya rusak tukar nhe
1688,0,"fd nya palsu, penipu",fd nya palsu tipu
1689,0,brngnya erorrr...payah hufff,brngnya erorrrpayah hufff
1690,0,gk bisa di pakai harus format trus,pakai format
1691,0,usbny gak bisa pake,usbny pakai
1692,0,kualitas barang kurang bagus. beberapa file medadak hilang/tdk tersimpan,kualitas barang bagus file medadak hilangtdk simpan
1693,0,gimana sih pesan y flasdisk  MALAH yg di kirim memorycard  Kacangan banget nih yg jualan tidak profesional,sih pesan y flasdisk kirim memorycard kacang banget nih jual profesional
1694,2,barangnya sesuai dengan gambar nya,barang sesuai gambar nya
1695,0,barang tidak dapat mnyimpan pile. pile hilang gt aja,barang mnyimpan pile pile hilang
1696,1,"Barang nya sesuai gambar, pengiriman nya lumayan cepat,, sukses terus lazada,, sering sering promo nya yaah,,,",barang nya sesuai gambar kirim nya lumayan cepat sukses lazada promo nya yaah
1697,2,"Barang sesuai gambar, kualitas barang terjamin, kemasan rapi, tapi gak tau pas dicolok di laptop langsung ada pemberitahuan virus, entah virus it dtg dr fd nya sendiri atau dari laptop sya. Tapi yaudah lah gkpp yg penting suka dan harganya murah",barang sesuai gambar kualitas barang jamin kemas rapi tau pas colok laptop langsung pemberitahuan virus virus it fd nya laptop ya gkpp suka harga murah
1698,1,"flashdisk yang unik dan lucu mempunyai daya tarik mata yg melihat dan ingin memilikinya, namun flashdisk ini hanya memuat 15GB, barang juga bekerja sangat baik dan membaca, terima kasih saya sangat puas dengan produk yg satu ini",flashdisk unik lucu daya tarik mata milik flashdisk muat gb barang baca terima kasih puas produk
1699,2,"Barangnya cepet sampe, unik, lucu, tp sayang klo gue pake d android gw lewat otg suka keluar sendiri. Sering banget force close. Yah .... Jadi harus pasang cabut, pasang cabut terus",barang cepat unik lucu sayang pakai d android otg suka banget force close yah pasang cabut pasang cabut
1700,1,"produk lucu, tp flashdisk tidak bisa terbaca di laptop yg lain.",produk lucu flashdisk baca laptop
1701,0,"Murah, packingnya rapi, cepet pula terus barangnya bagus. Asli lagi. Suka pkoknya",murah packingnya rapi cepat barang bagus asli suka pokok
1702,2,"Barang sesuai gambar, tapi pengiriman cukup lama",barang sesuai gambar kirim
1703,2,Tks Lazada Aku beLi dpt hrg Rp 39.900,terimakasih lazada beli harga rupiah
1704,0,Ga kecewa aku.. Barang nya oke.. Thankss yaaa,kecewa barang nya oke thankss yaaa
1705,0,Kalau beli dsini jgn lebih Dr satu pasti menyesal sebab pasti' dkirim cuma satu,beli sesal dkirim
1706,1,tapi pengirimannya agak dipercepat.. emang memorinya enggak bulat 16 gb...,kirim cepat emang memori bulat gb
1707,1,bagus banget malah adek saya sampe minta tukeran hehe,bagus banget adek tukar hehe
1708,0,"Flashdisk d colok d tape mobil gak kebaca, tidak recommended",flashdisk d colok d tape mobil baca recommended
1709,1,"ga nyesal belinyaaaaaa....fd nya bagus, lucu, jd pengen dipajang aja ga usah dipake",nyesal belinyaaaaaafd nya bagus lucu pajang pakai
1710,1,"Flashdisknya lucu dan bagus,pengirimannya kalo bisa lebih crpat",flashdisknya lucu baguspengirimannya crpat
1711,2,"Barangnya datang cepat, packaging bagus, sayang kapasitasnya terlalu sedikit.",barang cepat packaging bagus sayang kapasitas
1712,2,Saya pesan 2 knp dtngnya 1 ya ?,pesan dtngnya ya
1713,2,"barang sudah diterima tp sayang datang lebih telat dari jangka waktu standarnya,",barang terima sayang telat jangka standar
1714,2,Thanks lazada flashdisc.a ok ga nyesel blanja d lazada,terimakasih lazada flashdisca ok sesal blanja d lazada
1715,2,"Lumayan bagus,",lumayan bagus
1716,2,"Barang smp sebelum wktu nya thx lazada... Lucu imut"" bentuk nya tp blm di cuba..smoga aweett",barang smp nya terimakasih lazada lucu imut bentuk nya cubasmoga aweett
1717,1,"Barang bagus,kemasan rapi,berfungsi dengan baik. Terimakasih ya JVP. Terimakasih LAZADA.",barang baguskemasan rapiberfungsi terimakasih ya jvp terimakasih lazada
1718,1,Lucu ama recommeded deh produknya,lucu recommeded deh produk
1719,2,"+ Barang bagus,sesuai ekspektasi,harga cukup murah. - Pengiriman agak telat dari yg dijanjikan. Overall saya kasih 4 bintang dari 5 Tq lazada",barang bagussesuai ekspektasiharga murah kirim telat janji overall kasih bintang terimakasih lazada
1720,2,Cantikkk unyu ... pesanan datang tepat waktu ... kapasitas 16 gb namun realnya 14.4 gb ... not bad laaahhh untuk ukuran usb karakter ... unyukkkk ... makasih lazada and seller,cantikkk lucu pesan kapasitas gb real gb not bad laaahhh ukur usb karakter unyukkkk terimakasih lazada and jual
1721,2,Cantikkk unyu ... pesanan datang tepat waktu ... kapasitas 16 gb namun realnya 14.4 gb ... not bad laaahhh untuk ukuran usb karakter ... unyukkkk ... makasih lazada and seller,cantikkk lucu pesan kapasitas gb real gb not bad laaahhh ukur usb karakter unyukkkk terimakasih lazada and jual
1722,2,"Sampe juga setelah menunggu. Pas seminggu  barangnya dateng juga. Pas banget buat tujuan beli .. akhirnya pd seneng deh. Barangnya sesuai dg gambar. Kemasannya baik dan rapih. Cuma isinya ga 16gb cuma 14,4gb. Makasih ya lazada..",tunggu pas minggu barang pas banget tuju beli pd senang deh barang sesuai gambar kemas rapih isi gb gb terimakasih ya lazada
1723,1,good,good
1724,2,"Saya puas lazada, pengiriman cepatt.",puas lazada kirim cepatt
1725,0,"Pesan tgl 3 Januari,smpe skrg 17 Januari blom nympe jg!!",pesan tanggal januarismpe januari nympe
1726,2,"Duh imut bgt, 16gb tp koq jadi 14gb sih",duh imut banget gb koq gb sih
1727,2,"Barangnya lucu sesuai gambar, sampainya cepat, Mudah2an awet.. terima kasih lazada..",barang lucu sesuai gambar sampai cepat mudah awet terima kasih lazada
1728,2,Barangnya bagus...... Dan pengiriman.a cepat... Jdi gak mngecewakn lah klaw pesan  Trimksihhh,barang bagus pengirimana cepat mngecewakn klaw pesan trimksihhh
1729,0,"Udah semangat bgt awalnya eh sampe skrg  barangnya gk nyampe""",semangat banget eh barang
1730,2,"brg udah smpai, klu bisa kirimnya lebih kilat lagi. Thank lazada",barang kirim kilat thank lazada
1731,2,Bagus,bagus
1732,1,Brg nya oke dan untuk kapasitas yg ckup besar dgn hrga yg trjangkau....packing brg yg ckup rapi dan mhon kdepan dprtahankan kualitas nya agar konsumen semakin banyak yg beli di lazada....sukses sllu untuk lazada.....,barang nya oke kapasitas ckup harga trjangkaupacking barang ckup rapi mohon kdepan dprtahankan kualitas nya konsumen beli lazadasukses sllu lazada
1733,1,Produk baik dan smoga kualitas juga baik...dan proses pengiriman juga sangat cepat dri estimasi....harga yg cukup bersahabat....smoga lazada trus dapat menjaga kepercayaan konsumen yang berbelanja di Lazada dgn menjaga kualitas sbuah Produk tdk cacat ketika sampai ditangan konsumen....tkx lazada...sukses selalu,produk moga kualitas baikdan proses kirim cepat estimasiharga bersahabatsmoga lazada jaga percaya konsumen belanja lazada jaga kualitas produk cacat tang konsumentkx lazadasukses
1734,2,ok,ok
1735,0,Kenapa retak dan ga bisa d pake ya.. gmna mau komplen,retak d pakai ya komplen
1736,1,puas men aku gak kecewaa beli di lazada,puas men kecewaa beli lazada
1737,2,hebat,hebat
1738,1,sip,sip
1739,0,Tidak sesuai gambar,sesuai gambar
1740,2,Barang Bagus. Cuma Di Warna Tidak Sesuai Iklan,barang bagus warna sesuai iklan
1741,2,Bisa bayar ditempat nggak ya.,bayar tempat ya
1742,0,"Gila ya, alamat dah betul tulisan dah betul tapi waktu dibuka isinya beda, saya merasa dirugikan, yg dikirim antivirus, emangnya saya pesan antivirus, apa karena ada diskon jadi dirubah gitu aja peaanan saya.",gila ya alamat tulis buka isi beda rugi kirim antivirus emang pesan antivirus diskon rubah peaanan
1743,2,bagus.. tapi sedikit besar dan harus memakai listrik.. jadi agak susah untuk dibawa bawa,bagus pakai listrik susah bawa bawa
1744,1,"pengiriman cepat, aman karena pakai packing kayu. dapat bonus tas ransel. tks",kirim cepat aman pakai packing kayu bonus tas ransel terimakasih
1745,0,gak bisa kebaca dh disimpan pas dibuka di pc lain data nya gak ada,baca simpan pas buka pc data nya
